"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Class"
0.175247886,77,0,0.050636198,3850,5,0,0,0,1,"0"
0.335470419,38,0,0.844274485,4706,13,0,1,0,0,"0"
0.004849758,52,0,0.495287839,8806,6,0,4,0,0,"0"
0.015889619,54,0,2.787709497,2326,9,0,3,0,0,"0"
0.034236708,56,0,1701,NA,8,0,1,0,0,"0"
0,37,0,90,NA,2,0,0,0,0,"0"
0.006301649,73,0,0.572868072,5358,6,0,1,0,1,"0"
0.003215335,85,0,0.000907112,5511,5,0,0,0,0,"0"
0.344826057,79,0,0.555288942,5000,9,0,2,0,0,"0"
0.032614265,49,0,1657,NA,7,0,1,0,0,"0"
0.148517175,58,1,0.212255877,8550,14,0,1,0,0,"0"
0.121016585,46,0,2900,NA,5,0,1,0,0,"0"
0.070046508,56,0,0.343689736,14000,8,0,1,0,0,"0"
0.177833468,33,1,0.32447872,3500,7,0,0,0,3,"0"
0.113835848,51,0,0.267951282,5500,12,0,1,0,0,"0"
0.003999733,87,0,1,NA,4,0,0,0,0,"0"
0.437046766,75,0,0.740037138,7000,20,0,1,0,0,"0"
0.154082708,67,0,0.406998542,4800,10,0,2,0,1,"0"
0.014342447,84,0,0.080112259,7838,7,0,0,0,0,"0"
0.63829145,36,0,0.366287142,3600,6,0,0,0,3,"0"
0.528087792,38,0,0.206599175,8000,12,0,0,0,0,"0"
0.020379453,62,1,0.004776527,2930,7,0,0,0,0,"0"
0.001378279,71,0,0.174539293,4720,10,0,1,0,0,"0"
0.051647418,67,0,165,NA,2,0,0,0,0,"0"
0.023618654,71,0,0.367763905,880,10,0,0,0,0,"0"
0.9999999,63,0,0,3363,0,0,0,0,0,"0"
0.243371547,51,0,0.370681382,4167,7,0,1,0,1,"0"
0.9999999,50,0,0.118827873,4333,2,0,1,0,2,"0"
0.079130809,58,0,1285,NA,16,0,1,0,0,"0"
0.135157409,61,0,0.233156028,5639,8,0,1,0,0,"0"
0.011456186,71,0,1780,NA,9,0,1,0,0,"0"
0.977977471,67,0,671,NA,3,0,0,0,0,"0"
0.865795039,37,0,923,NA,6,2,0,2,0,"0"
0.9999999,49,0,757,0,1,0,1,0,1,"0"
0.1678753,37,0,0.186430465,8297,19,0,0,0,4,"0"
0.04052183,57,0,0.264563577,5166,6,0,1,0,1,"0"
0.003594355,64,0,1568,NA,4,0,1,0,1,"0"
0.071348433,49,0,0.227182886,8600,5,0,1,0,0,"0"
0,59,0,0.038177735,6233,7,0,0,0,0,"0"
0.005799221,57,0,0.596172381,7262,11,0,3,0,0,"0"
0.410317936,41,0,0.025481019,3845,3,0,0,0,2,"0"
0.406381023,44,0,0.426397735,5651,11,0,1,0,0,"0"
0.9999999,48,0,1850,NA,1,0,1,0,0,"0"
0.123431961,73,0,0.926514544,13716,32,0,3,0,0,"0"
0.242173481,44,2,1.359414437,1980,10,0,2,0,1,"0"
0.02609739,75,0,0.00139972,5000,2,0,0,0,0,"0"
0.320654945,45,0,2.891636364,1374,11,0,1,0,2,"0"
0.448646174,43,0,0.2173417,1752,4,0,0,0,0,"0"
0,31,0,0.087915319,3400,13,0,0,0,1,"0"
0.808813904,45,1,0.239200151,5300,9,0,0,1,0,"0"
0.058357112,45,0,0.052490627,5600,8,0,0,0,2,"0"
0.008644158,89,0,0.002090719,11000,5,0,0,0,0,"0"
0.14596989,57,1,1.029449191,5500,19,0,2,0,0,"0"
0.141849225,33,0,0.361163884,10000,8,0,1,0,0,"0"
0.9999999,38,1,299,NA,1,0,0,0,0,"0"
0.118337536,63,0,2672,NA,6,0,1,0,0,"0"
0.307543279,26,0,0.17675399,3320,12,0,0,0,0,"0"
0.701573322,31,0,458,NA,3,0,0,0,0,"0"
0.172436925,57,0,0.622603933,4016,19,0,1,0,2,"0"
0.273116872,46,0,0.382776445,10833,8,0,2,0,1,"0"
0.130096534,30,0,0.121077478,3600,9,0,0,0,0,"0"
0.045155938,49,0,0.179831453,7000,12,0,1,0,0,"0"
0.273803005,59,0,4504,NA,7,0,2,0,0,"0"
0.374101371,44,0,0.987343853,6083,13,0,5,0,0,"0"
0.003612471,41,0,0.603044763,4400,6,0,1,0,1,"0"
0.063283721,43,0,1.299678013,4347,10,0,4,0,2,"0"
0.453118766,39,0,0.610394537,5271,17,0,2,0,2,"0"
0.03229677,59,0,0.000857061,10500,3,0,0,0,0,"0"
0,27,0,0.233906437,2500,5,0,0,0,1,"0"
0.049105389,81,0,0.044173787,5500,4,0,0,0,0,"0"
0.018398773,56,0,6814,NA,8,0,2,0,0,"0"
0,37,0,0.726262776,6750,8,0,2,0,0,"0"
0.996015936,66,0,7,NA,1,1,0,0,1,"0"
0,65,0,0.426402518,5400,15,0,2,0,0,"0"
0.064238746,61,0,0.314195944,3500,4,0,1,0,1,"0"
0.251129699,30,0,468,NA,4,0,0,0,0,"0"
0.062605656,43,0,1911,NA,2,0,1,0,NA,"0"
0.038640939,65,0,0.295093162,10250,11,0,2,0,0,"0"
0.210210544,35,0,0.074030204,3376,7,0,0,0,0,"0"
0.020086607,76,0,0.010309278,3200,11,0,0,0,0,"0"
0.854461301,57,1,0.256599594,10833,6,0,1,0,2,"0"
0.024618436,60,0,1480,NA,13,0,2,0,0,"0"
0.430137233,36,0,3235,NA,16,0,3,0,NA,"0"
0.104959376,55,1,2.196257198,2083,12,0,2,0,0,"0"
1.004749763,41,0,0.9989798,4900,11,0,1,0,4,"0"
0.000149993,28,0,0.133682024,13000,6,0,2,0,0,"0"
0.100888102,57,0,0.661067115,12500,20,0,2,0,0,"0"
0.341100145,58,1,1.780310984,20000,12,0,5,1,0,"0"
4881,47,0,0.203451912,18018,5,0,3,0,3,"0"
0.046248386,63,0,0.411877228,11500,16,0,2,0,0,"0"
0.006666517,57,0,15,NA,7,0,0,0,0,"0"
0.04118057,81,0,0.006665556,6000,4,0,0,0,0,"0"
0.420614171,41,0,0.778846154,8111,20,0,2,0,2,"0"
0.615538662,40,0,0.488740135,24200,14,1,5,1,1,"0"
0.644710579,24,1,0.090808109,3600,3,0,0,0,2,"0"
0.00559944,64,0,1.925925926,674,8,0,2,0,0,"0"
0,62,0,714,NA,5,0,1,0,0,"0"
0.347363194,50,0,0.662464682,4600,12,0,2,0,2,"0"
1,44,1,0.31799613,4650,6,0,0,0,3,"0"
0.186162767,33,0,0.228795201,6000,9,0,1,0,1,"0"
0.207575908,29,0,0.159392425,5200,5,0,0,0,0,"0"
0.141514216,29,0,0.034062319,5166,11,0,0,0,1,"0"
0.146748596,59,3,0.141350786,11000,12,0,1,0,2,"0"
0.044632306,39,1,0.145488029,3800,5,0,0,0,0,"0"
0.060706852,59,0,0.888347148,4101,11,0,1,0,3,"0"
0.560433382,48,0,0.42255368,6100,12,0,1,0,3,"0"
0.373420019,61,0,0.420325203,3689,10,0,0,0,1,"0"
0.172995977,60,0,0.375832354,5105,12,0,1,0,2,"0"
0.050621811,67,0,94,NA,6,0,0,0,NA,"0"
0.765437374,36,0,920,NA,6,0,0,0,3,"0"
0.032913482,64,1,0.25247896,12000,12,0,1,0,0,"0"
0.038064129,27,0,0.041679823,3166,3,0,0,0,0,"0"
0.684696801,40,0,0.354177898,1854,3,0,0,0,2,"0"
0.254674533,82,0,0.24095181,5000,6,0,1,0,0,"0"
0.04775963,49,0,0.192078921,6892,6,0,1,0,0,"0"
0.022101631,45,0,0.072154472,7871,8,0,0,0,3,"0"
0.022511868,56,0,0.245793709,4100,12,0,1,0,0,"0"
0.001448176,38,0,0.292589902,5505,5,0,2,0,0,"0"
0,38,0,0.701291807,5650,9,0,1,0,1,"0"
0.198911202,53,0,0.286042427,7400,18,0,1,1,0,"0"
0,84,0,0,1342,4,0,0,0,0,"0"
0.00055384,85,0,9.52e-05,10500,12,0,0,0,0,"0"
0.047314085,37,0,0.270527568,5041,7,0,1,0,0,"0"
0.015313088,70,0,0.050433237,4500,7,0,0,0,0,"0"
0.011274718,89,0,0.088032221,3475,6,0,0,0,0,"0"
0.360511398,57,0,0.559327731,5949,11,0,1,0,0,"0"
0.007124822,80,1,0.000856898,9335,2,0,0,0,0,"0"
0.263224811,54,0,0.297507077,10950,7,0,1,0,0,"0"
0.377787463,47,0,0.120329105,8750,15,0,1,0,1,"0"
0,80,0,0.291470853,10000,7,0,1,0,0,"0"
0.001162351,44,1,0.476413621,3200,20,0,1,0,0,"0"
0.006764573,82,0,0.368712947,5228,20,0,1,0,1,"0"
0.110648225,27,0,67,NA,2,0,0,0,0,"0"
0.02164283,82,0,160,NA,11,0,0,0,NA,"0"
0.957793935,49,2,0.247480081,10416,6,1,2,0,3,"0"
0.484422339,41,0,0.77585435,6700,13,0,2,0,1,"0"
0.896382708,39,0,0.248175182,4931,4,0,0,0,2,"0"
0.008816852,50,0,0.927322592,5833,15,0,4,0,0,"0"
0.771166427,58,0,0.37619164,45000,22,0,6,0,1,"0"
0.020067345,47,0,0.05854905,9000,5,0,1,0,1,"0"
0.581517801,52,0,0.107438017,3750,9,0,0,0,0,"0"
0.118827113,41,0,2032,NA,8,0,3,0,0,"0"
0.009669648,65,0,0.257023141,10500,7,0,4,0,0,"0"
0.300273228,58,0,0.302265132,13464,11,0,2,0,3,"0"
0.162305772,59,0,0.370924923,9416,12,0,1,0,2,"0"
0.299384796,47,0,0.827443281,4583,7,0,2,0,2,"0"
0.9999999,32,0,1.268362741,2436,5,0,2,0,0,"0"
0.241924415,54,0,0.516206897,2899,15,0,1,0,0,"0"
0.01315219,63,0,0.157529931,6347,4,0,1,0,0,"0"
959,70,0,0.208182173,17916,7,0,2,0,0,"0"
1.091181603,70,0,0.76124422,4757,14,0,2,0,1,"0"
0.270915272,43,0,0.138489829,8700,3,0,0,0,2,"0"
0.083713995,80,0,184,NA,8,0,0,0,2,"0"
0.049132514,66,0,0.147360483,6629,5,0,0,0,0,"0"
0.046877796,62,0,1376,NA,5,0,1,0,0,"0"
0.128123519,70,0,0.606784158,10553,11,0,4,0,0,"0"
0.087964814,37,0,0.687132439,4250,8,0,1,0,1,"0"
0.066598335,63,0,0.018367821,4300,2,0,0,0,1,"0"
0.06432576,36,0,1265,NA,6,0,1,0,0,"0"
0.9999999,58,0,0.07950488,4200,1,1,0,0,2,"0"
0.314666939,51,0,0.479839493,15450,19,0,2,0,2,"0"
0.207974003,50,0,0.606893188,6150,5,0,3,0,2,"0"
0.053710079,47,0,0.273436467,7562,11,0,1,0,3,"0"
0.014035722,63,0,0.716073524,2556,5,0,2,0,0,"0"
0.050058184,43,0,1268,NA,15,0,1,0,1,"0"
0.085752008,58,1,0.227028734,9500,29,0,2,0,0,"0"
0.05511853,32,0,0.250542888,3683,8,0,1,0,0,"0"
0.299960005,58,1,1060,NA,6,0,1,0,0,"0"
0.209936383,39,1,2349,NA,10,0,1,0,0,"0"
0.763328603,58,0,0.636421589,4705,15,0,2,0,0,"0"
0.779267026,47,1,0.375404531,4016,5,0,1,0,2,"0"
0,46,0,0.664802576,5900,17,0,1,0,0,"0"
0.517309844,71,0,2316,NA,8,0,1,0,0,"0"
0.96032968,37,2,0.318482759,7249,12,0,1,0,2,"0"
0.024795041,43,0,0.415629522,6909,5,0,2,0,3,"0"
0.325722856,29,0,0.185612301,3641,4,0,0,0,0,"0"
0.49967476,66,0,0.224914716,8500,11,0,0,0,0,"0"
0.678069207,51,0,0.371377236,12800,10,0,4,0,1,"0"
0.081278565,77,0,0.026825633,4025,12,0,0,0,0,"0"
0.220702344,30,0,0.918218991,2200,6,0,1,0,2,"0"
0.000190795,58,0,0.181004999,3800,23,0,1,0,1,"0"
0.140940529,45,0,1409,NA,6,0,1,0,0,"0"
0.370849482,58,0,0.400901892,18183,9,0,2,0,1,"0"
0.132732788,47,0,0.117350612,4166,17,0,1,0,0,"0"
0.21684705,63,0,0.054393939,6599,4,0,0,0,0,"0"
0.03049695,68,0,0.001094757,8220,5,0,0,0,0,"0"
0.131442109,37,0,0.269110602,4800,11,0,2,0,0,"0"
0.296094283,57,0,1978,NA,9,0,2,0,0,"0"
0.220173135,64,0,0.290087464,12347,24,0,2,0,0,"0"
0.028683882,69,0,130,NA,6,0,0,0,0,"0"
0.211089446,64,0,0.159109646,10916,4,0,1,0,0,"0"
0.464009571,76,0,2.019302153,1346,9,0,2,0,0,"0"
0,78,0,0.258830178,3538,7,0,1,0,0,"0"
0.064671852,34,0,0.438624827,4333,6,0,1,0,1,"0"
0.506488643,78,2,0.417763706,6000,16,0,2,0,0,"0"
0.089659195,26,1,0.11481175,4833,6,0,0,0,0,"0"
0.069528956,36,0,0.381011868,1600,5,0,0,0,2,"0"
0.184286606,54,0,4066,NA,16,0,3,0,NA,"0"
0.584510387,55,0,0.347070283,6672,5,0,1,0,3,"0"
0,32,0,0,2313,2,0,0,0,0,"0"
0.103293021,45,0,0.265146971,5000,10,0,1,0,0,"0"
0.044248274,64,0,0.010384356,7414,5,0,0,0,0,"0"
0.039544855,63,0,84,NA,6,0,0,0,0,"0"
0.635915601,58,0,2447,NA,12,0,2,0,0,"0"
0.9999999,42,0,0.019065651,22710,2,1,0,0,2,"0"
0.032407777,43,0,2789,NA,14,0,2,0,0,"0"
0.948561271,41,0,0.340664712,8183,6,1,1,1,0,"0"
0.087193671,49,0,0.29262765,7500,6,0,2,0,2,"0"
0.597933571,59,0,0.535642368,12414,16,0,2,0,2,"0"
0.9999999,57,0,419,NA,1,0,0,0,1,"0"
0.668225543,50,0,0.6601958,11950,16,0,4,0,3,"0"
0.071940882,26,0,0.111968009,3500,2,0,0,0,0,"0"
0.183039312,52,0,0.253342884,8375,24,0,2,0,0,"0"
0.9999999,48,0,7889,NA,8,0,2,0,4,"0"
0,29,1,0,4966,5,0,0,0,0,"0"
0.045564919,54,0,0.114469972,2480,8,0,0,0,1,"0"
0.270168524,35,0,3019,NA,13,0,2,0,1,"0"
0.157202594,39,0,0.627189583,6450,9,0,2,0,2,"0"
0.609218755,84,0,0.237089202,3833,9,0,0,0,1,"0"
0.099724251,80,0,0.008908281,11000,3,0,0,0,0,"0"
0.040563147,64,0,0.589444825,2917,10,0,2,0,0,"0"
0.647391578,55,0,0.227554489,5000,5,0,0,0,1,"0"
0.186130465,54,0,1618,NA,6,0,2,0,NA,"0"
0.021348933,50,0,12,NA,2,0,0,0,0,"0"
0.033454174,85,0,0.0119976,3333,5,0,0,0,0,"0"
0,35,0,0.18476218,6916,6,0,2,0,2,"0"
0.812347155,28,0,1.28314457,1500,6,0,1,0,2,"0"
0.17994216,41,1,0.216015279,14660,12,0,2,0,2,"0"
0.13563706,47,1,0.505325603,7416,17,0,3,0,1,"0"
0.932512649,51,1,4401,NA,13,0,2,0,4,"0"
0.252586323,52,0,0.99727314,6600,18,0,4,0,1,"0"
0.004676333,78,0,1471,NA,4,0,1,0,0,"0"
0.138374363,50,0,2162,NA,5,0,2,0,1,"0"
0.401918543,40,0,148,NA,2,0,0,0,0,"0"
0.00989307,54,0,0.108517021,7666,5,0,1,0,0,"0"
0.303393214,57,0,0.095742021,12000,6,0,1,0,0,"0"
0.019917992,50,0,3256,0,22,0,2,0,0,"0"
0,46,0,0.259283674,4550,6,0,1,0,1,"0"
0.034912291,69,0,0.007832028,6000,2,0,0,0,0,"0"
0.021608338,38,0,0.002499107,2800,5,0,0,0,0,"0"
0.091645418,76,0,0.327479829,2106,3,0,1,0,0,"0"
0.14079296,66,0,0.384610431,15529,6,0,2,0,0,"0"
0.06896817,61,1,0.120993278,18000,9,0,1,0,0,"0"
0,61,0,257,NA,4,0,0,0,1,"0"
1.017216892,47,3,0.623937606,10000,7,0,1,0,1,"0"
0.182440878,61,0,0.215892567,11690,8,0,3,0,0,"0"
0.014860368,43,0,0.306794524,15850,10,0,2,0,0,"0"
0.292983905,61,0,3189,NA,7,0,1,0,0,"0"
0.354564544,61,0,0.388245904,6652,8,0,2,0,0,"0"
0.063286168,88,1,0.099609561,10500,16,0,0,0,0,"0"
0.9999999,43,0,0.289416847,12500,10,0,3,0,2,"0"
0,68,0,538,NA,5,0,1,0,0,"0"
0.053065998,57,0,0.33607259,5840,7,0,1,0,2,"0"
0.9999999,62,0,1180,NA,1,2,0,0,NA,"0"
0.007929093,51,0,0.002925878,3075,4,0,0,0,1,"0"
0.039302639,39,0,2688,0,4,0,2,0,3,"0"
0.037209866,57,0,676,NA,5,0,0,0,0,"0"
0.087037598,68,0,0.011913626,9400,3,0,0,0,1,"0"
0.062656237,52,0,2.014925373,200,4,0,0,0,0,"0"
0.415833974,24,0,0.138413686,4500,3,0,0,0,0,"0"
0.009346499,67,0,0.477930358,4077,6,0,2,0,0,"0"
0,73,1,0,4265,3,1,0,0,0,"0"
0.354467854,47,0,0.601550388,6449,6,0,1,0,0,"0"
0.052512421,50,0,0.019427671,3808,3,0,0,0,3,"0"
0.092651973,62,0,0.222927807,2991,13,0,0,0,0,"0"
0,60,0,1424,NA,4,0,1,0,0,"0"
0.014282669,59,0,0.166305616,6000,10,0,1,0,0,"0"
0.003054804,56,0,0.161032283,10500,25,0,1,0,0,"0"
0.240738328,49,0,0.31137509,8333,7,0,2,0,2,"0"
0.036633033,41,1,0.377036387,10250,5,0,1,0,0,"0"
1.142883112,59,1,1.042231693,5161,11,0,1,0,4,"0"
0,37,0,0.184027338,7900,5,0,1,0,5,"0"
0,37,0,0.320541761,8416,12,0,2,0,0,"0"
0.321188307,74,0,0.640387805,7838,12,0,1,0,0,"0"
0.417109468,41,0,0.4625,9119,7,0,2,0,2,"0"
0.886571056,45,0,0.321669202,4600,9,0,0,1,2,"0"
0.046304658,61,0,0.258323452,10962,15,0,2,0,0,"0"
0.039754291,32,1,0.222355529,5000,17,0,2,0,0,"0"
0.440364657,44,0,2837,0,7,0,1,0,3,"0"
0.139236091,32,0,0.359475082,6400,11,0,2,0,0,"0"
0.285477984,43,0,0.571142952,3000,14,0,2,0,2,"0"
0.003906219,41,0,0.614838516,10000,10,0,2,0,0,"0"
0.01664143,68,0,880,NA,7,0,2,0,0,"0"
0.9999999,44,0,0.648994516,2734,11,0,3,0,2,"0"
0.757467351,45,0,0.298720417,8830,11,0,1,0,0,"0"
0.30798768,65,0,0.3227995,5600,6,0,1,0,0,"0"
0.055285404,57,0,0.009281395,7110,4,0,0,0,2,"0"
0.517405221,68,0,0.239422868,9217,11,0,1,0,1,"0"
0.313193969,40,0,0.334797758,6600,10,0,1,0,2,"0"
0.27926638,48,0,2378,NA,5,0,1,0,2,"0"
0.9999999,56,0,0.073516808,10500,2,0,1,0,0,"0"
0.982943344,46,0,0.231980453,14733,9,1,2,0,1,"0"
0.367544152,23,0,33,NA,2,0,0,0,NA,"0"
0.07846077,83,0,0.001801802,2219,2,0,0,0,0,"0"
0.9999999,83,0,0,NA,1,0,0,0,0,"0"
0.310471094,50,0,0.02806341,4667,4,0,0,0,1,"0"
0.04711911,34,0,11,NA,2,0,0,0,NA,"0"
0.015459179,69,0,0.176865851,12500,9,0,1,0,0,"0"
0.011195145,63,0,0.049370277,7939,6,0,0,0,0,"0"
0.06112046,59,1,0.464032884,4378,7,0,1,1,1,"0"
0.058941059,28,0,0.080894383,5500,4,0,0,0,0,"0"
0.000568693,46,0,0.268682829,4000,6,0,1,0,1,"0"
0.145492376,33,0,0.791302174,4000,8,0,2,0,0,"0"
0.094205914,49,2,0.246859542,28100,23,0,1,0,2,"0"
0.683709969,39,0,0.518183012,7616,11,0,2,0,3,"0"
0.467426629,56,0,4418,NA,5,0,2,0,0,"0"
0.003826123,81,1,0.178688759,7000,18,0,2,0,0,"0"
0.12905524,33,0,0.704900377,1856,10,0,0,0,2,"0"
0.02453072,73,0,0.25760974,3120,14,0,0,0,1,"0"
0.061096945,57,0,1573,NA,10,0,2,0,NA,"0"
0.530551966,71,0,0.412319921,4025,11,0,0,0,1,"0"
0.82983683,28,0,0.220527717,4130,7,0,0,0,0,"0"
0.019461319,71,0,403,NA,9,0,1,0,0,"0"
0.480728915,26,1,0.031774366,2800,2,0,0,0,0,"0"
0.204693575,72,0,0.489188308,9202,10,0,1,0,1,"0"
0.779688125,32,0,0.108378171,1300,5,0,0,0,1,"0"
0.029093242,87,0,0.309603151,3300,5,0,2,0,0,"0"
0.048621142,59,0,1208,NA,5,0,1,0,0,"0"
0.706086261,68,1,0.334866513,10000,7,0,1,0,1,"0"
0,44,0,0.691213228,5200,8,0,2,0,2,"0"
0.274633049,55,0,0.493382146,3550,8,0,1,0,1,"0"
0.001666556,76,0,0.394747367,7500,6,0,3,0,0,"0"
0.386272958,57,0,0.528968118,11667,10,0,2,0,2,"0"
0.000186911,42,0,0.314801268,4100,10,0,0,0,1,"0"
0.402725362,49,0,0.360120732,5300,10,0,1,0,0,"0"
0.013872758,59,0,0.562494319,11000,17,0,2,0,1,"0"
0.008960806,76,0,1281,NA,8,0,1,0,NA,"0"
0.08132325,42,0,572,NA,9,0,1,0,0,"0"
0.017178338,57,0,0.019393608,3660,14,0,1,0,1,"0"
0.027931471,80,0,0.039156627,331,3,0,0,0,0,"0"
0.336171041,64,1,0.237646863,12000,13,0,1,0,0,"0"
0.871928518,72,0,1.131696429,3583,8,0,3,0,0,"0"
0.431528808,56,0,2261,NA,8,0,1,0,0,"0"
0.1066726,65,0,969,NA,6,0,1,0,NA,"0"
0.044530365,56,0,0.009995002,2000,1,0,0,0,1,"0"
0.054406515,81,0,1207,NA,10,0,1,0,0,"0"
0.219706428,60,0,0.339509441,17000,10,0,2,0,0,"0"
0.063013044,57,0,3841,NA,16,0,2,0,0,"0"
0.249201764,61,0,0.468672634,5250,15,0,2,0,1,"0"
0.352610308,40,0,253,0,4,0,0,0,0,"0"
1.038212816,24,0,0.285714286,1000,3,0,0,0,0,"0"
0.95063916,56,0,0.457090485,6000,6,0,2,0,2,"0"
1.107928048,28,0,0.019592163,2500,1,0,0,0,0,"0"
0.994133464,53,1,0.53749837,7666,10,0,1,0,0,"0"
0.004969985,59,0,0.246900413,7500,7,0,1,0,0,"0"
0.9999999,25,0,0.021924482,820,1,0,0,0,0,"0"
0.023752774,50,0,0.319079306,9166,6,0,1,0,2,"0"
0.206481389,49,0,0.263856564,11600,9,0,1,0,2,"0"
0.958410837,42,0,0.332708411,8000,39,0,0,0,1,"0"
0.9999999,53,1,0.218541709,4950,3,3,1,0,2,"0"
0.053479622,62,0,0.041713389,8917,7,0,0,0,0,"0"
0.169460839,50,0,0.161451308,7413,12,0,1,0,3,"0"
0.112108527,72,0,0.224977502,10000,7,0,1,0,0,"0"
0.680828063,40,0,0.172413793,6031,7,0,0,0,3,"0"
0.098113698,64,0,0.41141929,8003,11,0,1,0,1,"0"
0.305814788,33,0,0.34755366,7500,9,0,1,0,0,"0"
0,39,0,0,6741,1,0,0,0,0,"0"
0.003114197,57,0,0.408124882,5316,6,0,2,0,1,"0"
0,43,0,0.905581783,3600,6,0,2,0,3,"0"
0.195126193,56,0,0.380300958,15350,8,0,2,0,2,"0"
0.01563097,71,0,0.460768302,14082,13,0,3,0,0,"0"
0.140323978,52,0,0.008041869,7833,2,0,0,0,3,"0"
0.035071875,77,0,0.345635202,2817,7,0,1,0,0,"0"
0.068979352,55,0,0.366253499,2500,7,1,2,0,1,"0"
0.372607195,65,0,0.825453313,5900,18,0,5,0,0,"0"
0.016980972,46,0,0.530966572,3858,12,0,1,0,1,"0"
0.079098418,35,0,0.016034787,7358,6,0,0,0,2,"0"
0.533133352,73,0,245,NA,10,0,0,0,NA,"0"
0.092883729,48,0,0.427051672,5921,13,0,2,0,3,"0"
0.226616307,40,1,0.576539497,6316,11,2,1,0,20,"0"
0.040562519,49,0,0.291666667,6791,14,0,2,0,0,"0"
0.007762266,54,1,0.390391603,7430,15,0,3,0,0,"0"
0.501327836,73,0,0.545896812,7810,18,0,1,0,0,"0"
0.015873848,84,0,0.011662779,3000,11,0,0,0,1,"0"
1.009519277,28,0,0.18572695,2255,4,0,0,3,0,"0"
0.006077995,63,0,9,NA,10,0,0,0,0,"0"
0.118458769,37,0,0.267629095,1800,5,0,0,0,2,"0"
0,50,0,0.34189355,22000,17,0,1,0,4,"0"
0.316433361,30,0,0.366168478,1471,5,0,0,0,0,"0"
0.47182389,53,0,0.483535529,7500,10,1,2,0,1,"0"
0.050307982,78,0,381,NA,7,0,1,0,0,"0"
0.000232547,69,0,1452,NA,4,0,1,0,0,"0"
0.612529241,35,1,714,NA,4,0,0,0,NA,"0"
0.07293595,30,0,0.017074296,6500,3,0,0,0,0,"0"
0.043164262,73,0,0.012725931,5421,9,0,0,0,0,"0"
0.006704461,63,0,5836,NA,14,0,2,0,0,"0"
0.70442599,48,1,0.368796858,2800,6,0,0,0,0,"0"
0.228591229,38,1,0.181233062,2951,4,0,0,0,0,"0"
0.002285388,30,0,0.002249719,8000,3,0,0,0,0,"0"
0.145364608,40,0,0.257699772,11850,9,0,1,0,2,"0"
0.244638086,45,1,0.262105414,7000,11,0,2,0,2,"0"
0.267865231,30,0,1.231256248,3000,11,0,2,0,1,"0"
0.538981443,52,0,0.389897395,6334,10,0,2,0,2,"0"
0.9999999,74,0,0.312912473,15000,9,0,2,0,0,"0"
0.310906483,54,2,2206,NA,15,0,2,0,2,"0"
0.094437886,40,0,0.376987131,6604,7,0,2,0,0,"0"
0.9999999,24,0,344,NA,1,0,0,0,NA,"0"
0.086832334,34,0,668,NA,7,0,0,0,0,"0"
0.042006888,62,0,0.374527589,5291,22,0,1,0,0,"0"
0.050149747,45,0,0.534259552,9500,6,0,2,0,1,"0"
0,25,0,0.225887056,2000,7,0,0,0,0,"0"
0,77,0,0,3524,2,0,0,0,0,"0"
0.016854735,63,0,755,NA,3,0,1,0,NA,"0"
0.81855212,40,0,0.961725221,3500,8,0,1,0,3,"0"
0.673442186,35,2,0.173241229,5500,4,0,0,0,0,"0"
0.072782449,53,0,0.289661899,3075,3,0,1,0,0,"0"
0.272413884,48,0,0.288881271,8750,7,0,1,0,3,"0"
0.050857227,64,0,0.226054358,10669,7,0,2,0,0,"0"
0.9999999,46,0,0.012337333,5916,1,0,0,0,2,"0"
0.033745782,82,0,0.00095229,10500,5,0,0,0,0,"0"
0.053344394,86,0,0.015705872,5602,7,0,0,0,0,"0"
0.237431114,53,3,0.167647481,6966,16,0,1,1,2,"0"
0.020730291,60,1,0.016869728,3200,10,0,0,0,0,"0"
0.221211895,59,0,0.358623732,6800,16,0,2,0,1,"0"
0.236119488,71,0,0.386377427,6591,8,0,1,0,0,"0"
0.137591152,58,0,0.630553551,9700,14,0,2,0,3,"0"
0.106994369,47,0,0.010284539,5833,2,0,0,0,3,"0"
0.043998483,73,0,2861,NA,10,0,3,0,0,"0"
0.962541553,51,0,3432,NA,8,0,2,0,0,"0"
0.060369406,39,1,0.135334387,3797,9,0,0,0,2,"0"
0.742987175,42,0,0.397651114,15666,15,0,2,0,2,"0"
0.166780855,48,0,2180,NA,11,0,1,0,1,"0"
0.176363847,45,0,0.394302849,2000,8,0,1,0,0,"0"
0.002426602,86,0,0.000666445,3000,4,0,0,0,0,"0"
0.885324874,48,1,7.502617801,2100,5,0,1,0,1,"0"
0.558176323,35,0,4090,NA,6,0,1,0,0,"0"
0.041455812,76,0,0.163260281,4060,6,0,1,0,0,"0"
0,63,0,898,NA,6,0,1,0,0,"0"
0.9999999,42,0,0.739506995,3001,10,0,1,0,0,"0"
0.014921929,55,0,0.000668807,7475,1,0,0,0,0,"0"
0.454954741,57,1,0.626106827,3500,6,0,1,0,0,"0"
0.06322913,70,0,0.029576339,1250,4,0,0,0,0,"0"
0.360293561,33,0,0.582893641,3600,11,0,1,0,1,"0"
